Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8,address
x Otisfield St (BuildHome),Roxbury,2121.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"Otisfield St, Boston, MA 02121, USA"
x Page St (James VUP),Dorchester,2121.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,
x Park Drive,Fenway,2215.0,21,0,21,18.0,0.0,18.0,3,0,3.0,Ownership,Private,,,"231-235 Park Dr, Boston, MA 02215, United States"
x Park St,Dorchester,2122.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"50B Park St, Boston, MA 02122, United States"
x Park St Lodging House,Dorchester,2122.0,16,16,0,0.0,0.0,0.0,16,16,0.0,Rental,Private,,,"124 Park St, Boston, MA 02122, United States"
x Park St/YouthBuild,Dorchester,2124.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"27 Centre St, Boston, MA 02119, United States"
x Parker Hill Ave,Mission Hill,2120.0,40,40,0,34.0,34.0,0.0,6,6,0.0,Rental,Private,,,"11 Parker Hill Ave, Boston, MA 02120, United States"
x Peacevale Rd,Dorchester,2124.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"9 Peacevale Rd, Boston, MA 02124, United States"
x Peterborough,Fenway,2215.0,20,20,0,17.0,17.0,0.0,3,3,0.0,Rental,Private,,,"109 Peterborough St, Boston, MA 02215, United States"
x Peterborough Street,Fenway,2215.0,11,11,0,10.0,10.0,0.0,1,1,0.0,Rental,Private,,,"109 Peterborough St, Boston, MA 02215, United States"
x Pier 4,South Boston Waterfront,2110.0,369,369,0,337.0,337.0,0.0,32,32,0.0,Rental,Private,,,"200 Pier 4 Blvd., Boston, MA 02210, United States"
x Pleasant St,Dorchester,2125.0,17,0,17,15.0,0.0,15.0,2,0,2.0,Ownership,Private,,,"54 Pleasant St, Boston, MA 02125, United States"
x Prescott Street,East Boston,2128.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"161 Prescott St #500, Boston, MA 02128, United States"
x Prince St Catholic Church Property,North End,2113.0,57,0,57,51.0,0.0,51.0,6,0,6.0,Ownership,Private,,,"320 Hanover St, Boston, MA 02113, United States"
x Princeton St (AOP),East Boston,2128.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"Princeton St, Boston, MA 02128, USA"
x Princeton Street (1-4),East Boston,2128.0,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,,"223 1/2 Princeton St, Boston, MA 02128, USA"
x Puritan Ave,Dorchester,2121.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"43 Freeport St, Boston, MA 02122, United States"
x Putnam St (AOP),East Boston,2128.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"196 Putnam St, Boston, MA 02128, United States"
x Quincy St (REO),Roxbury,2125.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"Quincy St, Boston, MA 02125, USA"
x Quincy Street,Dorchester,2122.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"43 Freeport St, Boston, MA 02122, United States"
x Quincy Street (1-4),Roxbury,2121.0,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,,"1 Quincy St, Boston, MA 02121, USA"
x Ridgewood St. (REO),Dorchester,2122.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"Ridgewood St, Boston, MA 02122, USA"
x Rill St (BuildHome),Dorchester,2125.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"Rill St, Boston, MA 02125, USA"
x River St,Hyde Park,2136.0,32,32,0,28.0,28.0,0.0,4,4,0.0,Rental,Private,,,"853 River St, Hyde Park, MA 02136, United States"
x River St (AOP),Mattapan,2126.0,27,27,0,0.0,0.0,0.0,27,27,0.0,Rental,Private,,,"79 River St, Mattapan, MA 02126, United States"
x River Street,Mattapan,2126.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"79 River St, Mattapan, MA 02126, United States"
x Robert Street,Roslindale,2131.0,14,14,0,13.0,13.0,0.0,1,1,0.0,Rental,Private,,,"85 Robert St, Boston, MA 02131, United States"
x Rockland Avenue,Roxbury,2119.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"must call for appointment, 39 Smith St, Boston, MA 02120, United States"
x Rockwell Street,Dorchester,2124.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"28 Rockwell St, Boston, MA 02124, United States"
x Roxbury St,Roxbury,2119.0,11,11,0,9.0,9.0,0.0,2,2,0.0,Rental,Private,,,"72 Dale St, Boston, MA 02119, United States"
x Ruggles Assisted Living,Roxbury,2119.0,43,43,0,0.0,0.0,0.0,43,43,0.0,Rental,Private,Y,,"25 Ruggles St, Boston, MA 02119, United States"
x Ruskindale Road,Hyde Park,2136.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"154 Ruskindale Rd, Hyde Park, MA 02136, United States"
x Rutherford Ave,Charlestown,2129.0,22,0,22,19.0,0.0,19.0,3,0,3.0,Ownership,Private,,,"150 Rutherford Ave, Boston, MA 02129, United States"
x Saratoga St,East Boston,2128.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"1150 Saratoga St, Boston, MA 02128, United States"
x Saratoga St (AOP),East Boston,2128.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"1150 Saratoga St, Boston, MA 02128, United States"
x Savin Hill Ave,Dorchester,2125.0,14,14,0,13.0,13.0,0.0,1,1,0.0,Rental,Private,,,"125 Savin Hill Ave, Dorchester, MA 02124, United States"
x Savin Street,Roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"must call for appointment, 39 Smith St, Boston, MA 02120, United States"
x Schuyler St (BuildHome),Roxbury,2121.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"Schuyler St, Boston, MA 02121, USA"
x Seaver Street,Dorchester,2121.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"84 Seaver St, Dorchester, MA 02121, United States"
x Selden St,Dorchester,2124.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"98 Selden St, Dorchester, MA 02124, United States"
x Selden St (BuildHome),Dorchester,2124.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"Selden St, DORCHESTR CTR, MA 02124, USA"
x Shetland St,Roxbury,2119.0,57,57,0,50.0,50.0,0.0,7,7,0.0,Rental,Private,,,"13 Shetland St, Boston, MA 02119, United States"
x South Huntington,Mission Hill,2116.0,38,38,0,33.0,33.0,0.0,5,5,0.0,Rental,Private,,,"116 Huntington Ave, Boston, MA 02116, United States"
x Southern Ave (Johnson VUP),Dorchester,2124.0,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,,
x Spencer St (RDP),Dorchester,2124.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"Boston, MA 02215, United States"
x Spencer Street,Dorchester,2124.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"96 Spencer St, Boston, MA 02124, United States"
x Spring Street,West Roxbury,2132.0,11,11,0,10.0,10.0,0.0,1,1,0.0,Rental,Private,,,"116 Spring St, Boston, MA 02132, United States"
x St Alphonsus St,Mission Hill,2120.0,115,115,0,100.0,100.0,0.0,15,15,0.0,Rental,Private,,,"95 St Alphonsus St, Boston, MA 02120, United States"
x St Andrew Rd (AOP),East Boston,2128.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"St Andrew Rd, Boston, MA 02128, USA"
x St. Andrew Rd (AOP),East Boston,2128.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"St Andrew Rd, Boston, MA 02128, USA"
x Stanwood St,Dorchester,2121.0,12,12,0,10.0,10.0,0.0,2,2,0.0,Rental,Private,,,"647 Warren St #25, Dorchester, MA 02121, United States"
x Stillman St. Conodminium,North End,2113.0,28,0,28,25.0,0.0,25.0,3,0,3.0,Ownership,Private,,,"350 North St, Boston, MA 02113, United States"
x Stonley,Jamaica Plain,2130.0,28,28,0,23.0,23.0,0.0,5,5,0.0,Rental,Private,,,"Stonley Rd, Boston, MA 02130, USA"
x Stoughton Neighborhood Homes,Dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"17 Stoughton St, Dorchester, MA 02125, United States"
x Stratton Street,Dorchester,2124.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"must call for appointment, 39 Smith St, Boston, MA 02120, United States"
x Summit Aveue,Brighton,2135.0,15,0,15,14.0,0.0,14.0,1,0,1.0,Ownership,Private,,,"164 Summit Ave, Providence, RI 02906, United States"
x Sumner Street,East Boston,2128.0,34,34,0,29.0,29.0,0.0,5,5,0.0,Rental,Private,,,"125 Sumner St, Boston, MA 02128, United States"
x Sumner Street [Clippership Wharf Offsite Affd],East Boston,2128.0,30,0,30,16.0,0.0,16.0,14,0,14.0,Ownership,Public,,,
x SUSSEX (RDP),Roxbury,2120.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"Falmer, Brighton BN1 9RH, United Kingdom"
x Sussex Street (RDP),Roxbury,2120.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"Sussex St, Boston, MA 02120, USA"
x Taber St,Roxbury,2119.0,45,0,45,39.0,0.0,39.0,6,0,6.0,Ownership,Private,,,"10 Taber St, Boston, MA 02119, United States"
x Tafthill Park,Roslindale,2131.0,19,0,19,17.0,0.0,17.0,2,0,2.0,Ownership,Private,,,"17 Taft Hill Terrace, Boston, MA 02131, United States"
x Talbot Ave,Dorchester,2124.0,14,14,0,0.0,0.0,0.0,14,14,0.0,Rental,Private,,,"191 Talbot Ave, Boston, MA 02124, United States"
x Talbot Ave (REO),Dorchester,2124.0,4,3,1,0.0,0.0,0.0,4,3,1.0,Ownership/Rental,Private,,,"Talbot Ave, Boston, MA 02124, USA"
x Talbot Avenue,Dorchester,2124.0,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,,"191 Talbot Ave, Boston, MA 02124, United States"
x Tennis Road,Mattapan,2126.0,12,12,0,0.0,0.0,0.0,12,12,0.0,Rental,Private,,,"1480 Blue Hill Avenue, Boston, MA 02126, United States"
x Toledo Terrace,Dorchester,2122.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"1485 Dorchester Ave, Dorchester, MA 02122, United States"
x Tonawanda St (Johnson VUP),Dorchester,2124.0,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,,"Tonawanda St, Boston, MA 02124, USA"
x Topliff St (REO),Dorchester,2122.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"Topliff St, Boston, MA 02122, USA"
x Tremlett Street,Dorchester,2124.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"43 Freeport St, Boston, MA 02122, United States"
x Tremont,South End,2118.0,4,4,0,3.0,3.0,0.0,1,1,0.0,Rental,Private,,,"Boston, MA 02120, United States"
x Tremont St,South End,2118.0,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,,"Boston, MA 02120, United States"
x Tremont Street,Mission Hill,2120.0,18,18,0,16.0,16.0,0.0,2,2,0.0,Rental,Private,,,"1457 Tremont St, Boston, MA 02120, United States"
x Tremont Street Apartments,Brighton,2135.0,62,62,0,54.0,54.0,0.0,8,8,0.0,Rental,Private,,,"111 Tremont St #109, Brighton, MA 02135, United States"
x Truman Parkway,Hyde Park,2136.0,46,46,0,40.0,40.0,0.0,6,6,0.0,Rental,Private,,,"792 Truman Pkwy, Boston, MA 02136, United States"
x Union Ave,Jamaica Plain,2130.0,59,59,0,0.0,0.0,0.0,59,59,0.0,Rental,Private,,,"Union Ave, Boston, MA 02130, USA"
x Verrill St & x 0-x 4 Ballou Ave,Dorchester,2124.0,18,18,0,0.0,0.0,0.0,18,18,0.0,Rental,Private,,,
x W Broadway,South Boston,2127.0,42,0,42,37.0,0.0,37.0,5,0,5.0,Ownership,Private,,,"14 W Broadway, Boston, MA 02127, United States"
x W Broadway [Seaport Square Block M Offsite],South Boston,2127.0,16,16,0,0.0,0.0,0.0,16,16,0.0,Rental,Private,,,
x W Newton St,South End,2118.0,28,28,0,1.0,1.0,0.0,27,27,0.0,Rental,Private,,,"252 W Newton St, Boston, MA 02116, United States"
x W Park St (AOP),Dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"W Park St, Boston, MA 02124, USA"
x W Second,South Boston,2127.0,29,0,29,25.0,0.0,25.0,4,0,4.0,Ownership,Private,,,"340 W 2nd St, Boston, MA 02127, United States"
x W Second St,South Boston,2127.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"340 W 2nd St, Boston, MA 02127, United States"
x Walk Hill St (Johnson VUP),Mattapan,2126.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"Walk Hill St, Boston, MA 02126, USA"
x Walley St,East Boston,2128.0,38,0,38,33.0,0.0,33.0,5,0,5.0,Ownership,Private,,,"11 Walley St, Boston, MA 02128, United States"
x Wareham,South End,2118.0,18,0,18,16.0,0.0,16.0,2,0,2.0,Ownership,Private,,,"27 Wareham St, Boston, MA 02118, United States"
x Warren St. Lodging,Roxbury,2121.0,21,21,0,0.0,0.0,0.0,21,21,0.0,Rental,Private,,,"529 Chestnut St, Ashland, MA 01721, United States"
x Warren Street (1-4),Roxbury,2119.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"1 Warren St, Boston, MA 02119, USA"
x Warren Supportive Housing Phase 1 - Acquisition,Roxbury,2121.0,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,,
x Washington,West Roxbury,2132.0,46,46,0,40.0,40.0,0.0,6,6,0.0,Rental,Private,,,"5120 Washington St, West Roxbury, MA 02132, United States"
x Washington (Archer/Bonell),Roxbury,2119.0,12,12,0,11.0,11.0,0.0,1,1,0.0,Rental,Private,,,"Washington St, Boston, MA 02119, USA"
x Washington [Belvidere/Dalton East Offsites],Roxbury,2119.0,16,0,16,9.0,0.0,9.0,7,0,7.0,Ownership,Private,,,
x Washington St,South End,2118.0,15,15,0,,0.0,0.0,15,15,0.0,Rental,public,,,"1387 Washington St, Boston, MA 02118, United States"
x Washington St (AOP),Roslindale,2131.0,26,26,0,0.0,0.0,0.0,26,26,0.0,Rental,Private,,,"4185 Washington St, Roslindale, MA 02131, United States"
x Washington St AB&W Cooperative Building,Dorchester,2121.0,24,24,0,0.0,0.0,0.0,24,24,0.0,Rental,Private,,,"Washington St, Boston, MA 02121, USA"
x Washington St Lodging,Dorchester,2124.0,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,,"194 Callender St, Dorchester Center, MA 02124, United States"
x Washington Street,Roslindale,2131.0,28,0,28,27.0,0.0,27.0,1,0,1.0,Ownership,Private,,,
x Washington Street Project,West Roxbury,2132.0,20,0,20,17.0,0.0,17.0,3,0,3.0,Ownership,Private,,,"1145 Washington St, Boston, MA 02118, United States"
x Waverly Street,Roxbury,2119.0,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,,"72 Dale St, Boston, MA 02119, United States"
x Wayland St. Dorchester - COB,Roxbury,2125.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"Wayland St, Boston, MA 02125, USA"
"x Wellesley Park, #1",Dorchester,2124.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,"1 Wellesley Park, Boston, MA 02124, USA"
x Wenhan St (RDP),Jamaica Plain,2130.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,
x Wentworth St (BuildHome),Dorchester,2124.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"Wentworth St, Boston, MA 02124, USA"
x West 7th St (BRA acq),South Boston,2127.0,15,0,15,0.0,0.0,0.0,15,0,15.0,Ownership,Private,,,"W Seventh St, Boston, MA 02127, USA"
x West 7th Street,South Boston,2127.0,25,0,25,24.0,0.0,24.0,1,0,1.0,Ownership,Private,,,"51 W Seventh St, Boston, MA 02127, United States"
x West Broadway,South Boston,2127.0,49,0,49,43.0,0.0,43.0,6,0,6.0,Ownership,Private,,,"14 W Broadway, Boston, MA 02127, United States"
x West Second St Condos,South Boston,2127.0,15,0,15,13.0,0.0,13.0,2,0,2.0,Ownership,Private,,,"340 W 2nd St, Boston, MA 02127, United States"
x West Walnut Pk.,Jamaica Plain,2119.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"66 Walnut Park, Roxbury, MA 02119, United States"
x Western Ave,Brighton,2135.0,132,132,0,115.0,115.0,0.0,17,17,0.0,Rental,Private,,,"446 Western Ave, Boston, MA 02135, United States"
x Westland Avenue,Fenway,2115.0,20,20,0,18.0,18.0,0.0,2,2,0.0,Rental,Private,,,"16 Westland Ave, Boston, MA 02115, United States"
x Westminister Ave,Roxbury,2119.0,4,0,4,0.0,0.0,0.0,4,0,4.0,Ownership,Private,,,
x Westminster (AOP),Hyde Park,2136.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,
x Westmore Rd (BuildHome),Mattapan,2126.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"Westmore Rd, Boston, MA 02126, USA"
x Wheatland Avenue,Dorchester,2124.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"86 Wheatland Ave, Boston, MA 02124, United States"
x Wildwood Street,Dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"43 Freeport St, Boston, MA 02122, United States"
x Willow Court,Dorchester,2125.0,14,0,14,12.0,0.0,12.0,2,0,2.0,Ownership,Private,,,"131 Dale St, Boston, MA 02119, United States"
x Winston Rd,Dorchester,2126.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"15 Bismarck St, Mattapan, MA 02126, United States"
x Woodbine (REO),Roxbury,2119.0,2,0,2,0.0,0.0,0.0,2,0,2.0,Ownership,Private,,,
x Woodbine Street,Roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"72 Dale St, Boston, MA 02119, United States"
x Woodrow Ave (James VUP),Dorchester,2124.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,"Woodrow Ave, Boston, MA 02124, USA"
x Woodville,Roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"131 Dale St, Boston, MA 02119, United States"
x Woodward St (AOP),South Boston,2127.0,15,15,0,0.0,0.0,0.0,15,15,0.0,Rental,Private,,,"Woodward St, Boston, MA 02127, USA"
x Wordsworth St (AOP),East Boston,2128.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"66 Wordsworth St, East Boston, MA 02128, United States"
x x Harrishof St,Roxbury,2121.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"95 G St, Boston, MA 02127, United States"
x Zeigler Street,Roxbury,2119.0,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,,"131 Zeigler St, Boston, MA 02119, United States"
xx A Street,South Boston,2127.0,23,0,23,20.0,0.0,20.0,3,0,3.0,Ownership,Private,,,"39 A St, Boston, MA 02127, United States"
xx B Street,South Boston,2127.0,32,0,32,28.0,0.0,28.0,4,0,4.0,Ownership,Private,,,"6 W Broadway, Boston, MA 02127, United States"
xx Blue Hill Ave,Roxbury,2119.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"388 Blue Hill Avenue, Boston, MA 02121, United States"
xx Bowdoin St,Dorchester,2124.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Public,,,"230 Bowdoin St, Dorchester, MA 02122, United States"
xx Chaucer St (AOP),East Boston,2128.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,
xx Chelsea St (AOP),East Boston,2128.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"Chelsea St, Boston, MA 02128, USA"
xx Coleman Street,Dorchester,2125.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,,"Coleman St, Boston, MA 02125, USA"
xx Cummins Highway,Mattapan,2126.0,16,16,0,0.0,0.0,0.0,16,16,0.0,Rental,Private,,,"926 Cummins Hwy, Mattapan, MA 02126, United States"
xx Dorchester Ave,Dorchester,2124.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"Dorchester Ave, DORCHESTR CTR, MA 02124, USA"
xx Dorchester St,South Boston,2127.0,30,0,30,26.0,0.0,26.0,4,0,4.0,Ownership,Private,,,"141 Dorchester Ave, Boston, MA 02127, United States"
xx Eustis Street,Roxbury,2119.0,14,14,0,0.0,0.0,0.0,14,14,0.0,Rental,Private,,,"Eustis St, Boston, MA 02119, USA"
xx Everett St,East Boston,2128.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"Everett St, Boston, MA 02128, USA"
xx Gladstone St (AOP),East Boston,2128.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,
xx Harrison Ave,South End,2118.0,84,0,84,34.0,0.0,34.0,50,0,50.0,Ownership,Private,,,"354 Harrison Ave, Boston, MA 02118, United States"
xx Huckins St,Roxbury,2119.0,4,4,0,0.0,0.0,0.0,4,4,0.0,Cooperative,Private,,,"Huckins St, Boston, MA 02119, USA"
xx L Street,South Boston,2127.0,13,0,13,11.0,0.0,11.0,2,0,2.0,Ownership,Private,,,"658 E 8th St, Boston, MA 02127, United States"
xx Lexington St (1-4 Program),East Boston,2128.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"1 Lexington St, Boston, MA 02128, USA"
xx Magnolia St,Dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"206 Magnolia St, Boston, MA 02121, United States"
xx Marion St,East Boston,2128.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"131 Lexington St, Boston, MA 02128, United States"
xx Market St,Brighton,2135.0,17,17,0,15.0,15.0,0.0,2,2,0.0,Rental,Private,,,"241 Market St, Brighton, MA 02135, United States"
xx Maverick St,East Boston,2128.0,33,0,33,29.0,0.0,29.0,4,0,4.0,Ownership,Private,,,"Maverick St, Boston, MA 02128, USA"
xx Maywood Street,Roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"Norwood, MA 02062, United States"
xx Nelson Street,Dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"9 Peacevale Rd, Boston, MA 02124, United States"
xx Old Colony Ave,South Boston,2127.0,14,0,14,12.0,0.0,12.0,2,0,2.0,Ownership,Private,,,"60 Old Colony Ave, Boston, MA 02127, United States"
xx River Street,Hyde Park,2136.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"885 River St, Boston, MA 02136, United States"
xx Saratoga St (AOP),East Boston,2128.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"Saratoga St, Boston, MA 02128, USA"
xx Talbot Ave,Dorchester,2124.0,13,13,0,0.0,0.0,0.0,13,13,0.0,Rental,Private,Y,,"185 Talbot Ave, Dorchester, MA 02124, United States"
xx Tremont Street,Mission Hill,2120.0,66,66,0,65.0,65.0,0.0,1,1,0.0,Rental,Private,,,"1480-1482 Tremont St, Boston, MA 02120, United States"
xx W Broadway,South Boston,2127.0,33,0,33,29.0,0.0,29.0,4,0,4.0,Ownership,Private,,,"45 W Broadway, Boston, MA 02127, United States"
xx Washington St,Jamaica Plain,2130.0,40,0,40,33.0,0.0,33.0,7,0,7.0,Ownership,Private,,,"3200 Washington St, Jamaica Plain, MA 02130, United States"
xx Wentworth St (BuildHome),Dorchester,2124.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"Wentworth St, Boston, MA 02124, USA"
xx West Broadway,South Boston,2127.0,24,0,24,21.0,0.0,21.0,3,0,3.0,Ownership,Private,,,"45 W Broadway, Boston, MA 02127, United States"
xxx A Street,South Boston,2127.0,12,0,12,11.0,0.0,11.0,1,0,1.0,Ownership,Private,,,"x x x, 119 Braintree St UNIT 403, Allston, MA 02134, United States"
xxx Beacon St,Fenway,2215.0,45,45,0,39.0,39.0,0.0,6,6,0.0,Rental,Private,,,"10 Corporate Dr, Burlington, MA 01803, United States"
xxx Blue Hill Ave,Roxbury,2119.0,3,2,1,0.0,0.0,0.0,3,1,2.0,Ownership/Rental,Private,,,"x x x, 119 Braintree St UNIT 403, Allston, MA 02134, United States"
xxx Blue Hill Avenue,Dorchester,2121.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,
xxx Boylston Street,Fenway,2215.0,212,212,0,188.0,188.0,0.0,24,24,0.0,Rental,Private,,,"x x x, 119 Braintree St UNIT 403, Allston, MA 02134, United States"
xxx Clarkson St (REO),Dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,
xxx Harrison Ave,South End,2118.0,225,162,63,194.0,137.0,57.0,31,25,6.0,Ownership/Rental,Private,,,"x x x, 119 Braintree St UNIT 403, Allston, MA 02134, United States"
xxx Marion St,East Boston,2128.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"x x x, 119 Braintree St UNIT 403, Allston, MA 02134, United States"
xxx Saratoga Street,East Boston,2128.0,18,18,0,15.0,15.0,0.0,3,3,0.0,Rental,Private,,,"10 Corporate Dr, Burlington, MA 01803, United States"
xxx Washington St,Jamaica Plain,2130.0,76,73,3,64.0,64.0,0.0,12,9,3.0,Ownership/Rental,Private,,,
xxx West Broadway,South Boston,2127.0,31,31,0,27.0,27.0,0.0,4,4,0.0,Rental,Private,,,
xxxx Beacon St,Fenway,2215.0,32,32,0,28.0,28.0,0.0,4,4,0.0,Rental,Private,,,"Beacon St, Boston, MA 02215, USA"
xxxx Blue Hill Ave,Mattapan,2126.0,13,0,13,12.0,0.0,12.0,1,0,1.0,Ownership,Private,,,
xxxx Blue Hill Avenue,Roxbury,2119.0,5,0,5,0.0,0.0,0.0,5,0,5.0,Ownership,Private,,,
xxxx Boylston Street,Downtown,2116.0,48,48,0,45.0,45.0,0.0,3,3,0.0,Rental,Private,,,
xxxx Clarkson St (REO),Dorchester,2125.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,
xxxx Saratoga Street,East Boston,2128.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,Y,"Saratoga St, Boston, MA 02128, USA"
xxxx Washington St,Jamaica Plain,2130.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,
xxxx West Broadway,South Boston,2127.0,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,,"W Broadway, Boston, MA 02127, USA"
